"","Player","Tm","Yr","W","PTS","TRB","AST","PC1a","maxW","PC1b","PC1n"
"8817","Ed Mikan","INO",1953,0,3.5,3.5,0,0,9,0,0
"8818","Eddie Miller","BLB",1953,0,16.5,18,2.5,0,9,0,0
"8819","Ralph O'Brien","BLB",1953,0,2,1,0,0,9,0,0
"8820","Wally Osterkorn","SYR",1953,0,4.5,2,1,0,9,0,0
"8821","Mel Payton","INO",1953,0,10.5,3,0,0,9,0,0
"8822","Bob Priddy","BLB",1953,0,0,0,0,0,9,0,0
"8823","Gene Rhodes","INO",1953,0,4.5,3.5,2.5,0,9,0,0
"8824","Red Rocha","SYR",1953,0,15.5,8.5,3.5,0,9,0,0
"8825","Dolph Schayes*","SYR",1953,0,9,8.5,0.5,0,9,0,0
"8826","Paul Seymour","SYR",1953,0,18,5,4,0,9,0,0
"8827","Bill Tosheff","INO",1953,0,4.5,2.5,2,0,9,0,0
"8828","Paul Walther","INO",1953,0,13,4,2,0,9,0,0
"8829","Zeke Zawoluk","INO",1953,0,1,1,0,0,9,0,0
"8830","Don Ackerman","NYK",1954,0,0.5,1,0.3,0,9,0,0
"8831","Jim Baechtold","NYK",1954,0,8.8,2.5,2.8,0,9,0,0
"8832","Leo Barnhorst","FTW",1954,0,5.8,1.3,1.5,0,9,0,0
"8833","Vince Boryla","NYK",1954,0,9,0.7,0.3,0,9,0,0
"8834","Carl Braun*","NYK",1954,0,17.8,3,2.3,0,9,0,0
"8835","Frankie Brian","FTW",1954,0,10.3,3,2.5,0,9,0,0
"8836","Nat Clifton*","NYK",1954,0,6.3,9.8,1.5,0,9,0,0
"8837","Larry Foust","FTW",1954,0,10.3,9.5,1.8,0,9,0,0
"8838","Harry Gallatin*","NYK",1954,0,13.5,15.3,1.5,0,9,0,0
"8839","Mel Hutchins","FTW",1954,0,10.5,9.3,1.5,0,9,0,0
"8840","Alfred McGuire*","NYK",1954,0,4.5,1,1.8,0,9,0,0
"8841","Dick McGuire*","NYK",1954,0,2.8,1,1.3,0,9,0,0
"8842","Monk Meineke","FTW",1954,0,4.8,3.8,1.5,0,9,0,0
"8843","Ken Murray","FTW",1954,0,4.7,0,0,0,9,0,0
"8844","Andy Phillip*","FTW",1954,0,8.8,3,4.3,0,9,0,0
"8845","Fred Schaus","NYK",1954,0,7,3,2,0,9,0,0
"8846","Fred Scolari","FTW",1954,0,3,1.8,1.5,0,9,0,0
"8847","Connie Simmons","NYK",1954,0,11.3,8.3,2.5,0,9,0,0
"8848","George Yardley*","FTW",1954,0,10.5,6,0.8,0,9,0,0
"8849","Max Zaslofsky","FTW",1954,0,8.8,0.8,1.5,0,9,0,0
"8850","Paul Arizin*","PHW",1957,0,4.5,4,0.5,0,8,0,0
"8851","Ernie Beck","PHW",1957,0,15.5,5,2.5,0,8,0,0
"8852","Larry Costello","PHW",1957,0,3,2.5,1,0,8,0,0
"8853","Walt Davis","PHW",1957,0,6,7,0.5,0,8,0,0
"8854","George Dempsey","PHW",1957,0,12.5,7.5,6,0,8,0,0
"8855","Corky Devlin","FTW",1957,0,13,5,5,0,8,0,0
"8856","Larry Foust","FTW",1957,0,22.5,12.5,3,0,8,0,0
"8857","Jack George","PHW",1957,0,9,3.5,3,0,8,0,0
"8858","Joe Graboski","PHW",1957,0,17.5,11,2,0,8,0,0
"8859","Lew Hitch","PHW",1957,0,1,1,0,0,8,0,0
"8860","Bob Houbregs*","FTW",1957,0,11,3,1.5,0,8,0,0
"8861","Mel Hutchins","FTW",1957,0,11.5,11.5,5,0,8,0,0
"8862","Neil Johnston*","PHW",1957,0,19,17.5,4.5,0,8,0,0
"8863","Billy Kenville","FTW",1957,0,2,0.5,2.5,0,8,0,0
"8864","Jackie Moore","PHW",1957,0,0,0,0,0,8,0,0
"8865","Chuck Noble","FTW",1957,0,10.5,1.5,2,0,8,0,0
"8866","Red Rocha","FTW",1957,0,2,3,0,0,8,0,0
"8867","Gene Shue","FTW",1957,0,16,3.5,4,0,8,0,0
"8868","Bill Thieben","FTW",1957,0,7,3,1.5,0,8,0,0
"8869","George Yardley*","FTW",1957,0,28.5,9.5,4,0,8,0,0
"8870","George King","CIN",1958,0,9,2.5,3.5,0,8,0,0
"8871","Clyde Lovellette*","CIN",1958,0,16.5,10.5,0.5,0,8,0,0
"8872","Tom Marshall","CIN",1958,0,9,8,1,0,8,0,0
"8873","Monk Meineke","CIN",1958,0,4,5.5,0.5,0,8,0,0
"8874","Jim Paxson","CIN",1958,0,6,4,2.5,0,8,0,0
"8875","Dave Piontek","CIN",1958,0,5,5,0,0,8,0,0
"8876","Richie Regan","CIN",1958,0,12,4.5,1.5,0,8,0,0
"8877","Dick Ricketts","CIN",1958,0,7.5,5,1,0,8,0,0
"8878","Maurice Stokes*","CIN",1958,0,12,15,2,0,8,0,0
"8879","Jack Twyman*","CIN",1958,0,18.5,11,0.5,0,8,0,0
"8880","Carl Braun*","NYK",1959,0,16,2,5,0,8,0,0
"8881","Pete Brennan","NYK",1959,0,2,2.5,0,0,8,0,0
"8882","Mike Farmer","NYK",1959,0,6,5,0,0,8,0,0
"8883","Ray Felix","NYK",1959,0,13,11.5,1,0,8,0,0
"8884","Jack George","NYK",1959,0,4,2,1.5,0,8,0,0
"8885","Richie Guerin*","NYK",1959,0,15,9,7.5,0,8,0,0
"8886","Willie Naulls","NYK",1959,0,17,10.5,1.5,0,8,0,0
"8887","Kenny Sears","NYK",1959,0,16.5,8.5,3,0,8,0,0
"8888","Frank Selvy","NYK",1959,0,14.5,2,1.5,0,8,0,0
"8889","Charlie Tyra","NYK",1959,0,15,15.5,0.5,0,8,0,0
"8890","Ed Conlin","DET",1960,0,4,2,0,0,8,0,0
"8891","Archie Dees","DET",1960,0,5.5,2,1,0,8,0,0
"8892","Walter Dukes","DET",1960,0,24,16.5,1,0,8,0,0
"8893","Bailey Howell*","DET",1960,0,17,8.5,1.5,0,8,0,0
"8894","Earl Lloyd*","DET",1960,0,8.5,4.5,1.5,0,8,0,0
"8895","Dick McGuire*","DET",1960,0,5.5,2,4.5,0,8,0,0
"8896","Shellie McMillon","DET",1960,0,10,8,1,0,8,0,0
"8897","Chuck Noble","DET",1960,0,7,4.5,6.5,0,8,0,0
"8898","Gene Shue","DET",1960,0,24,6,3,0,8,0,0
"8899","Paul Arizin*","PHW",1961,0,22.3,8.7,4,0,8,0,0
"8900","Al Attles*","PHW",1961,0,9.7,4,3,0,8,0,0
"8901","Wilt Chamberlain*","PHW",1961,0,37,23,2,0,8,0,0
"8902","Ed Conlin","PHW",1961,0,5,1.3,1.3,0,8,0,0
"8903","Tom Gola*","PHW",1961,0,9.7,12.3,5,0,8,0,0
"8904","Joe Graboski","PHW",1961,0,0,0,0,0,8,0,0
"8905","Andy Johnson","PHW",1961,0,6.7,3.3,0.3,0,8,0,0
"8906","Guy Rodgers*","PHW",1961,0,17.7,7,5,0,8,0,0
"8907","Jim Barnes","BAL",1966,0,13,9.3,1,0,11,0,0
"8908","Johnny Egan","BAL",1966,0,16,3,7.7,0,11,0,0
"8909","Bob Ferry","BAL",1966,0,10.3,8.3,1,0,11,0,0
"8910","Johnny Green","BAL",1966,0,13.7,9,1.3,0,11,0,0
"8911","Bailey Howell*","BAL",1966,0,18,10,0.7,0,11,0,0
"8912","Gus Johnson*","BAL",1966,0,2,0,0,0,11,0,0
"8913","Red Kerr","BAL",1966,0,1.7,5.7,1.3,0,11,0,0
"8914","Kevin Loughery","BAL",1966,0,3,0.3,0.3,0,11,0,0
"8915","Don Ohl","BAL",1966,0,26.7,4.7,2.7,0,11,0,0
"8916","Jerry Sloan*","BAL",1966,0,6.5,8,3,0,11,0,0
"8917","Ben Warley","BAL",1966,0,0.5,1,0,0,11,0,0
"8918","Jim Barnes","LAL",1967,0,6.3,4,0.7,0,11,0,0
"8919","Elgin Baylor*","LAL",1967,0,23.7,13,3,0,11,0,0
"8920","John Block","LAL",1967,0,0,0,0,0,11,0,0
"8921","Bob Boozer","CHI",1967,0,19.7,11.7,0.3,0,11,0,0
"8922","Jerry Chambers","LAL",1967,0,10.3,2.7,0.3,0,11,0,0
"8923","Archie Clark","LAL",1967,0,25.7,4.3,5,0,11,0,0
"8924","Barry Clemens","CHI",1967,0,2,1,0.7,0,11,0,0
"8925","Mel Counts","LAL",1967,0,4.7,2.7,0,0,11,0,0
"8926","Keith Erickson","CHI",1967,0,8,3.7,1.3,0,11,0,0
"8927","Hank Finkel","LAL",1967,0,0,0,0,0,11,0,0
"8928","Gail Goodrich*","LAL",1967,0,11,3,3.3,0,11,0,0
"8929","Tom Hawkins","LAL",1967,0,10,6.7,3.3,0,11,0,0
"8930","Walt Hazzard","LAL",1967,0,6.7,2.7,5.3,0,11,0,0
"8931","Darrall Imhoff","LAL",1967,0,10,12.3,1.7,0,11,0,0
"8932","Don Kojis","CHI",1967,0,17,10,1.3,0,11,0,0
"8933","McCoy McLemore","CHI",1967,0,12.3,3,1.3,0,11,0,0
"8934","Erwin Mueller","CHI",1967,0,8.7,4.7,3,0,11,0,0
"8935","Guy Rodgers*","CHI",1967,0,11.3,2,6,0,11,0,0
"8936","Dave Schellhase","CHI",1967,0,0.5,0.5,0,0,11,0,0
"8937","Jerry Sloan*","CHI",1967,0,10,3.3,0.3,0,11,0,0
"8938","Gerry Ward","CHI",1967,0,4.7,1.7,2.7,0,11,0,0
"8939","Jim Washington","CHI",1967,0,8,3.3,0.7,0,11,0,0
"8940","Jerry West*","LAL",1967,0,0,1,0,0,11,0,0
"8941","George Wilson","CHI",1967,0,3.5,4.5,0,0,11,0,0
"8942","John Barnhill","BAL",1969,0,2,2,1,0,12,0,0
"8943","Leroy Ellis","BAL",1969,0,4.8,4.5,0.5,0,12,0,0
"8944","Kevin Loughery","BAL",1969,0,20.3,4.5,5.3,0,12,0,0
"8945","Ed Manning","BAL",1969,0,3.5,5.8,0.3,0,12,0,0
"8946","Jack Marin","BAL",1969,0,13.8,4.5,3,0,12,0,0
"8947","Earl Monroe*","BAL",1969,0,28.3,5.3,4,0,12,0,0
"8948","Barry Orms","BAL",1969,0,0,0.3,0,0,12,0,0
"8949","Bob Quick","BAL",1969,0,2,0.5,0,0,12,0,0
"8950","Ray Scott","BAL",1969,0,13.3,8,1,0,12,0,0
"8951","Wes Unseld*","BAL",1969,0,18.8,18.5,1.3,0,12,0,0
"8952","Tom Workman","BAL",1969,0,0,1,0,0,12,0,0
"8953","Tom Boerwinkle","CHI",1972,0,0,6,3,0,12,0,0
"8954","Jackie Dinkins","CHI",1972,0,2,0,0,0,12,0,0
"8955","Jim King","CHI",1972,0,6.5,1.5,1.3,0,12,0,0
"8956","Bob Love","CHI",1972,0,18.8,6.8,1.8,0,12,0,0
"8957","Howard Porter","CHI",1972,0,4.8,2.8,0.8,0,12,0,0
"8958","Clifford Ray","CHI",1972,0,15.3,16.5,4,0,12,0,0
"8959","Jerry Sloan*","CHI",1972,0,15.8,8.8,2.5,0,12,0,0
"8960","Norm Van Lier","CHI",1972,0,14,6.3,8.3,0,12,0,0
"8961","Chet Walker*","CHI",1972,0,11.3,3.5,1,0,12,0,0
"8962","Bob Weiss","CHI",1972,0,13.8,3.3,3,0,12,0,0
"8963","Allan Bristow","SAS",1977,0,4,2,3.5,0,14,0,0
"8964","Louie Dampier*","SAS",1977,0,6,1.5,4.5,0,14,0,0
"8965","Coby Dietrick","SAS",1977,0,13,4.5,2.5,0,14,0,0
"8966","Mike Gale","SAS",1977,0,11,5,5,0,14,0,0
"8967","George Gervin*","SAS",1977,0,25,5.5,1.5,0,14,0,0
"8968","George Karl","SAS",1977,0,0,0,0,0,14,0,0
"8969","Larry Kenon","SAS",1977,0,17,7.5,3,0,14,0,0
"8970","Mark Olberding","SAS",1977,0,6.5,3.5,1,0,14,0,0
"8971","Billy Paultz","SAS",1977,0,17,8.5,2.5,0,14,0,0
"8972","Henry Ward","SAS",1977,0,4,0,0,0,14,0,0
"8973","Alvan Adams","PHO",1978,0,16,8,2,0,14,0,0
"8974","Dennis Awtrey","PHO",1978,0,1.5,1,1.5,0,14,0,0
"8975","Mike Bratz","PHO",1978,0,1,0,0.5,0,14,0,0
"8976","Jim Brewer","CLE",1978,0,0,0,0,0,14,0,0
"8977","John Brown","ATL",1978,0,0,0,0,0,14,0,0
"8978","Don Buse","PHO",1978,0,4,2.5,2,0,14,0,0
"8979","Austin Carr","CLE",1978,0,17.5,4,2.5,0,14,0,0
"8980","Jim Chones","CLE",1978,0,15,7.5,3.5,0,14,0,0
"8981","Charlie Criss","ATL",1978,0,13.5,2,1.5,0,14,0,0
"8982","Walter Davis","PHO",1978,0,25,8.5,4,0,14,0,0
"8983","John Drew","ATL",1978,0,26,7.5,1.5,0,14,0,0
"8984","Bayard Forrest","PHO",1978,0,2,0,0,0,14,0,0
"8985","Terry Furlow","CLE",1978,0,16,2.5,2.5,0,14,0,0
"8986","Greg Griffin","PHO",1978,0,3,2,1.5,0,14,0,0
"8987","Steve Hawes","ATL",1978,0,8,8.5,4,0,14,0,0
"8988","Gar Heard","PHO",1978,0,6.5,8,2.5,0,14,0,0
"8989","Armond Hill","ATL",1978,0,8,1.5,3.5,0,14,0,0
"8990","Eddie Johnson","ATL",1978,0,15.5,3,3,0,14,0,0
"8991","Ollie Johnson","ATL",1978,0,4,1.5,1,0,14,0,0
"8992","John Lambert","CLE",1978,0,1.5,4,0,0,14,0,0
"8993","Ron Lee","PHO",1978,0,6,3,1.5,0,14,0,0
"8994","Tom McMillen","ATL",1978,0,13,11,0.5,0,14,0,0
"8995","Tony Robertson","ATL",1978,0,2.5,0,0,0,14,0,0
"8996","Tree Rollins","ATL",1978,0,8,4.5,0.5,0,14,0,0
"8997","Campy Russell","CLE",1978,0,27.5,7.5,5.5,0,14,0,0
"8998","Alvin Scott","PHO",1978,0,6.5,3,1.5,0,14,0,0
"8999","Bingo Smith","CLE",1978,0,8,1.5,0.5,0,14,0,0
"9000","Elmore Smith","CLE",1978,0,12.5,9.5,0,0,14,0,0
"9001","Dick Snyder","CLE",1978,0,0,0,0,0,14,0,0
"9002","Foots Walker","CLE",1978,0,12.5,3.5,5,0,14,0,0
"9003","Paul Westphal*","PHO",1978,0,26,3,9.5,0,14,0,0
"9004","Rick Barry*","HOU",1979,0,12,4,4.5,0,12,0,0
"9005","Tim Bassett","NJN",1979,0,3,1,0,0,12,0,0
"9006","Alonzo Bradley","HOU",1979,0,0,0,0,0,12,0,0
"9007","Harvey Catchings","NJN",1979,0,1,4,0.5,0,12,0,0
"9008","Jacky Dorsey","HOU",1979,0,0,0,0,0,12,0,0
"9009","Mike Dunleavy","HOU",1979,0,0,1,0,0,12,0,0
"9010","Phil Jackson*","NJN",1979,0,2,1.5,0,0,12,0,0
"9011","George Johnson","NJN",1979,0,14.5,12.5,1,0,12,0,0
"9012","Dwight Jones","HOU",1979,0,10,6,1.5,0,12,0,0
"9013","Eddie Jordan","NJN",1979,0,19,7.5,8.5,0,12,0,0
"9014","Bernard King*","NJN",1979,0,26,5.5,3.5,0,12,0,0
"9015","Moses Malone*","HOU",1979,0,24.5,20.5,1,0,12,0,0
"9016","Calvin Murphy*","HOU",1979,0,13,1.5,3,0,12,0,0
"9017","Mike Newlin","HOU",1979,0,12,3,2.5,0,12,0,0
"9018","Robert Reid","HOU",1979,0,10,4.5,1,0,12,0,0
"9019","Ralph Simpson","NJN",1979,0,2,1,1,0,12,0,0
"9020","Rudy Tomjanovich","HOU",1979,0,10,7,1,0,12,0,0
"9021","Jan van Breda Kolff","NJN",1979,0,10.5,10,3.5,0,12,0,0
"9022","Slick Watts","HOU",1979,0,7,3.5,3.5,0,12,0,0
"9023","John Williamson","NJN",1979,0,29.5,3,4,0,12,0,0
"9024","Greg Ballard","WSB",1980,0,11,7,3.5,0,12,0,0
"9025","Ron Behagen","WSB",1980,0,2,1,1.5,0,12,0,0
"9026","Jim Cleamons","WSB",1980,0,0,0.5,0.5,0,12,0,0
"9027","Dave Corzine","WSB",1980,0,5,1.5,0,0,12,0,0
"9028","Kevin Grevey","WSB",1980,0,20.5,3,4,0,12,0,0
"9029","Elvin Hayes*","WSB",1980,0,20,11,3,0,12,0,0
"9030","Kevin Porter","WSB",1980,0,8,1,4.5,0,12,0,0
"9031","Wes Unseld*","WSB",1980,0,9,14,3.5,0,12,0,0
"9032","John Williamson","WSB",1980,0,13.5,1,0.5,0,12,0,0
"9033","Larry Wright","WSB",1980,0,11,1,3,0,12,0,0
"9034","Mike Bantom","IND",1981,0,14.5,4,0.5,0,12,0,0
"9035","Dudley Bradley","IND",1981,0,4.5,1,1,0,12,0,0
"9036","Don Buse","IND",1981,0,2.5,2.5,3.5,0,12,0,0
"9037","Reggie Carter","NYK",1981,0,0,2,0,0,12,0,0
"9038","Bill Cartwright","NYK",1981,0,10,6.5,0.5,0,12,0,0
"9039","Johnny Davis","IND",1981,0,20,4,5.5,0,12,0,0
"9040","Larry Demic","NYK",1981,0,4.5,3.5,0,0,12,0,0
"9041","James Edwards","IND",1981,0,7,7,2.5,0,12,0,0
"9042","Mike Glenn","NYK",1981,0,5.5,2,0.5,0,12,0,0
"9043","Clemon Johnson","IND",1981,0,7.5,10,1.5,0,12,0,0
"9044","George Johnson","IND",1981,0,5,2,0.5,0,12,0,0
"9045","Billy Knight","IND",1981,0,18.5,6,2.5,0,12,0,0
"9046","George McGinnis*","IND",1981,0,5,5,3.5,0,12,0,0
"9047","Louis Orr","IND",1981,0,12,5,2,0,12,0,0
"9048","Micheal Ray Richardson","NYK",1981,0,11.5,9.5,5.5,0,12,0,0
"9049","Campy Russell","NYK",1981,0,23,4.5,4.5,0,12,0,0
"9050","Jerry Sichting","IND",1981,0,0,0,0,0,12,0,0
"9051","Marvin Webster","NYK",1981,0,6,5,0.5,0,12,0,0
"9052","Ray Williams","NYK",1981,0,21.5,4,4.5,0,12,0,0
"9053","Sly Williams","NYK",1981,0,13,4.5,2.5,0,12,0,0
"9054","Mike Woodson","NYK",1981,0,2,1,0,0,12,0,0
"9055","James Bailey","NJN",1982,0,2,3,0.5,0,12,0,0
"9056","Darwin Cook","NJN",1982,0,14,1.5,4.5,0,12,0,0
"9057","John Drew","ATL",1982,0,11.5,5,0.5,0,12,0,0
"9058","Len Elmore","NJN",1982,0,11,8,1,0,12,0,0
"9059","Mike Glenn","ATL",1982,0,6,0.5,1,0,12,0,0
"9060","Mike Gminski","NJN",1982,0,5,2,0,0,12,0,0
"9061","Steve Hawes","ATL",1982,0,7,5,0,0,12,0,0
"9062","Eddie Johnson","ATL",1982,0,11,3,4.5,0,12,0,0
"9063","Albert King","NJN",1982,0,20,4,3,0,12,0,0
"9064","Rudy Macklin","ATL",1982,0,7,1.5,0.5,0,12,0,0
"9065","Wes Matthews","ATL",1982,0,4,0,2,0,12,0,0
"9066","Tom McMillen","ATL",1982,0,10,3.5,0.5,0,12,0,0
"9067","Mike O'Koren","NJN",1982,0,3.5,4,1.5,0,12,0,0
"9068","Sam Pellom","ATL",1982,0,2,1,0,0,12,0,0
"9069","Tree Rollins","ATL",1982,0,3.5,4,1,0,12,0,0
"9070","Dan Roundfield","ATL",1982,0,21,11,1,0,12,0,0
"9071","Ed Sherod","NJN",1982,0,0,0.5,0.5,0,12,0,0
"9072","Rory Sparrow","ATL",1982,0,7,4,5.5,0,12,0,0
"9073","Jan van Breda Kolff","NJN",1982,0,0,1.5,0,0,12,0,0
"9074","Buck Williams","NJN",1982,0,17.5,10.5,1.5,0,12,0,0
"9075","Freeman Williams","ATL",1982,0,0,0,0,0,12,0,0
"9076","Ray Williams","NJN",1982,0,17,6,7,0,12,0,0
"9077","Otis Birdsong","NJN",1983,0,6.5,1,4.5,0,12,0,0
"9078","Fred Brown","SEA",1983,0,3,1.5,2.5,0,12,0,0
"9079","Darwin Cook","NJN",1983,0,10,3,5,0,12,0,0
"9080","Darryl Dawkins","NJN",1983,0,18,5,1,0,12,0,0
"9081","James Donaldson","SEA",1983,0,12,8.5,1,0,12,0,0
"9082","Len Elmore","NJN",1983,0,2.5,4.5,0.5,0,12,0,0
"9083","Mike Gminski","NJN",1983,0,7.5,4.5,0.5,0,12,0,0
"9084","Steve Hawes","SEA",1983,0,6,3,1,0,12,0,0
"9085","Greg Kelser","SEA",1983,0,2,3,0.5,0,12,0,0
"9086","Albert King","NJN",1983,0,21,4,1.5,0,12,0,0
"9087","Mike O'Koren","NJN",1983,0,2,3,1.5,0,12,0,0
"9088","Eddie Phillips","NJN",1983,0,3.5,2.5,1.5,0,12,0,0
"9089","Micheal Ray Richardson","NJN",1983,0,9.5,4,2.5,0,12,0,0
"9090","Lonnie Shelton","SEA",1983,0,5,10.5,2.5,0,12,0,0
"9091","Jack Sikma*","SEA",1983,0,15,13,5.5,0,12,0,0
"9092","Phil Smith","SEA",1983,0,3,1.5,0.5,0,12,0,0
"9093","David Thompson*","SEA",1983,0,12,0,3.5,0,12,0,0
"9094","Danny Vranes","SEA",1983,0,6,9.5,0.5,0,12,0,0
"9095","Foots Walker","NJN",1983,0,3.5,0,5.5,0,12,0,0
"9096","Buck Williams","NJN",1983,0,19,11.5,2,0,12,0,0
"9097","Gus Williams","SEA",1983,0,32.5,3.5,4,0,12,0,0
"9098","Don Buse","KCK",1984,0,7,1,3.7,0,15,0,0
"9099","Larry Drew","KCK",1984,0,5.7,1.3,3.7,0,15,0,0
"9100","Eddie Johnson","KCK",1984,0,17,3.3,4,0,15,0,0
"9101","Billy Knight","KCK",1984,0,6,1,0.7,0,15,0,0
"9102","Larry Micheaux","KCK",1984,0,10,7,1,0,15,0,0
"9103","Ed Nealy","KCK",1984,0,3,3,1,0,15,0,0
"9104","Mark Olberding","KCK",1984,0,6.7,5,2,0,15,0,0
"9105","Dave Robisch","KCK",1984,0,3,5,0.7,0,15,0,0
"9106","Reggie Theus","KCK",1984,0,14.3,3.7,5.3,0,15,0,0
"9107","LaSalle Thompson","KCK",1984,0,15,10,1.3,0,15,0,0
"9108","Mike Woodson","KCK",1984,0,16.3,2.7,3,0,15,0,0
"9109","Alvan Adams","PHO",1985,0,17,5.7,3.7,0,15,0,0
"9110","Ron Brewer","NJN",1985,0,12,1.7,1.7,0,15,0,0
"9111","Darwin Cook","NJN",1985,0,6,0,1,0,15,0,0
"9112","Darryl Dawkins","NJN",1985,0,8.3,4.7,1.3,0,15,0,0
"9113","Rod Foster","PHO",1985,0,6.7,1,2.3,0,15,0,0
"9114","Mike Gminski","NJN",1985,0,14,6.3,1.3,0,15,0,0
"9115","Mike Holton","PHO",1985,0,7.3,0.7,3,0,15,0,0
"9116","Jay Humphries","PHO",1985,0,16.3,1.7,5.3,0,15,0,0
"9117","George Johnson","NJN",1985,0,0,0,0,0,15,0,0
"9118","Charles Jones","PHO",1985,0,6,1.5,1.5,0,15,0,0
"9119","Albert King","NJN",1985,0,22,7.7,1.7,0,15,0,0
"9120","Maurice Lucas","PHO",1985,0,19.7,11,3.3,0,15,0,0
"9121","Kyle Macy","PHO",1985,0,10.3,2.7,3,0,15,0,0
"9122","Mike O'Koren","NJN",1985,0,2,3.3,1.3,0,15,0,0
"9123","Charles Pittman","PHO",1985,0,13.3,6.3,3,0,15,0,0
"9124","Kelvin Ransey","NJN",1985,0,5.7,1.7,5.7,0,15,0,0
"9125","Micheal Ray Richardson","NJN",1985,0,18.3,6,11.3,0,15,0,0
"9126","Mike Sanders","PHO",1985,0,17.3,5,3.3,0,15,0,0
"9127","Alvin Scott","PHO",1985,0,3.7,2.7,3.3,0,15,0,0
"9128","Jeff Turner","NJN",1985,0,1.3,1.3,0.7,0,15,0,0
"9129","Buck Williams","NJN",1985,0,24.7,10.7,0.3,0,15,0,0
"9130","Gene Banks","CHI",1986,0,7.3,3.3,1.7,0,15,0,0
"9131","Otis Birdsong","NJN",1986,0,23,4,3.3,0,15,0,0
"9132","Mike Bratz","SAC",1986,0,2.3,1.3,0.3,0,15,0,0
"9133","Mike Brittain","SAS",1986,0,2,1,0,0,15,0,0
"9134","Darwin Cook","NJN",1986,0,9.3,2.3,5.7,0,15,0,0
"9135","Tyrone Corbin","SAS",1986,0,0,1,1,0,15,0,0
"9136","Dave Corzine","CHI",1986,0,12,9,2,0,15,0,0
"9137","Darryl Dawkins","NJN",1986,0,10,3,3,0,15,0,0
"9138","Larry Drew","SAC",1986,0,10.3,0.3,4.7,0,15,0,0
"9139","George Gervin*","CHI",1986,0,0,0.5,0.5,0,15,0,0
"9140","Artis Gilmore*","SAS",1986,0,13.3,6,1,0,15,0,0
"9141","Mike Gminski","NJN",1986,0,19.3,10,1.7,0,15,0,0
"9142","Sidney Green","CHI",1986,0,6,4,0,0,15,0,0
"9143","Dave Greenwood","SAS",1986,0,10,6,1,0,15,0,0
"9144","Carl Henry","SAC",1986,0,3,0,0,0,15,0,0
"9145","Alfredrick Hughes","SAS",1986,0,2.7,0,0.3,0,15,0,0
"9146","Eddie Johnson","SAC",1986,0,18.7,7,1.3,0,15,0,0
"9147","Mickey Johnson","NJN",1986,0,5.7,3.7,0.7,0,15,0,0
"9148","Steve Johnson","SAS",1986,0,5,2,0.7,0,15,0,0
"9149","Michael Jordan*","CHI",1986,0,43.7,6.3,5.7,0,15,0,0
"9150","Rich Kelley","SAC",1986,0,3.7,4,1.3,0,15,0,0
"9151","Albert King","NJN",1986,0,13.7,4.3,3.3,0,15,0,0
"9152","Joe Kleine","SAC",1986,0,5,4.7,0.3,0,15,0,0
"9153","Jeff Lamp","SAS",1986,0,5,0.3,2.3,0,15,0,0
"9154","Kyle Macy","CHI",1986,0,4,1.3,3.3,0,15,0,0
"9155","Wes Matthews","SAS",1986,0,25.3,2.3,8,0,15,0,0
"9156","Mike Mitchell","SAS",1986,0,15.7,3,3.3,0,15,0,0
"9157","Mike O'Koren","NJN",1986,0,1,1,1,0,15,0,0
"9158","Charles Oakley","CHI",1986,0,10,10,1,0,15,0,0
"9159","Mark Olberding","SAC",1986,0,5,4.3,1,0,15,0,0
"9160","Jawann Oldham","CHI",1986,0,0,2,0,0,15,0,0
"9161","John Paxson","CHI",1986,0,9,0,1.7,0,15,0,0
"9162","Kelvin Ransey","NJN",1986,0,9,2.3,4,0,15,0,0
"9163","Alvin Robertson","SAS",1986,0,9,4.7,6.3,0,15,0,0
"9164","Mike Smrek","CHI",1986,0,0,0,0,0,15,0,0
"9165","Jon Sundvold","SAS",1986,0,5.3,0.3,1.7,0,15,0,0
"9166","Reggie Theus","SAC",1986,0,15,2.7,6.3,0,15,0,0
"9167","LaSalle Thompson","SAC",1986,0,9.7,11.7,0.7,0,15,0,0
"9168","Otis Thorpe","SAC",1986,0,4,4,0,0,15,0,0
"9169","Jeff Turner","NJN",1986,0,1,1,1,0,15,0,0
"9170","Terry Tyler","SAC",1986,0,2.7,2.7,1.3,0,15,0,0
"9171","Jeff Wilkins","SAS",1986,0,0,1,0,0,15,0,0
"9172","Buck Williams","NJN",1986,0,20.7,10.3,0.7,0,15,0,0
"9173","Mike Woodson","SAC",1986,0,18.7,3.7,1.7,0,15,0,0
"9174","Orlando Woolridge","CHI",1986,0,21,4.7,1.3,0,15,0,0
"9175","Michael Adams","WSB",1987,0,6.3,2.3,3.3,0,15,0,0
"9176","Mark Alarie","DEN",1987,0,6.7,1.7,0.3,0,15,0,0
"9177","Gene Banks","CHI",1987,0,10.3,2.7,0.7,0,15,0,0
"9178","Manute Bol","WSB",1987,0,2.7,3,0,0,15,0,0
"9179","Mike Brown","CHI",1987,0,0,0,0,0,15,0,0
"9180","Terry Catledge","WSB",1987,0,18.3,8.3,0,0,15,0,0
"9181","Darwin Cook","WSB",1987,0,4.7,2.3,1,0,15,0,0
"9182","Wayne Cooper","DEN",1987,0,4,5.7,0.7,0,15,0,0
"9183","Dave Corzine","CHI",1987,0,9,7,2.3,0,15,0,0
