"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"246","Ken Boyd","SF",22,"NOJ",6,0,25,7,13,0.538,0,0,0,7,13,0.538,0.538,5,11,0.455,3,2,5,2,3,0,2,2,19,1975,25.3,0.533,0,0.846,11.6,8.3,10,14.4,5.3,0,12.4001460926956,35.3674580211669,0,0,0.1,0.109,-3.1,0.3,-2.7,0.1
"247","Steve Bracey","SG",24,"GSW",42,0,340,54,130,0.415,0,0,0,54,130,0.415,0.415,25,38,0.658,10,28,38,52,14,1,27,41,133,1975,12.4,0.453,0,0.292,2.9,8.1,5.4,19.6,1.8,0.2,15.5041411822809,21.4226341113049,0,0.2,0.3,0.037,-2.4,-0.9,-3.3,-0.1
"248","Bill Bradley*","SF",31,"NYK",79,0,2787,452,1036,0.436,0,0,0,452,1036,0.436,0.436,144,165,0.873,65,186,251,247,74,18,169,283,1048,1975,11.1,0.473,0,0.159,2.4,7.1,4.7,12.9,1.2,0.3,12.7169931226188,19.5820726877876,1.4,1.4,2.8,0.048,-1.6,-0.7,-2.3,-0.2
"249","Jim Brewer","PF",23,"CLE",82,0,1991,291,639,0.455,0,0,0,291,639,0.455,0.455,103,159,0.648,205,304,509,128,77,43,96,150,685,1975,14.6,0.483,0,0.249,10.9,16.2,13.6,9,1.8,1.2,11.5906433654219,16.8101528923362,2,2.4,4.4,0.107,0.8,0.2,0.9,1.5
"250","Bill Bridges","PF",35,"TOT",32,0,415,35,93,0.376,0,0,0,35,93,0.376,0.376,17,34,0.5,64,70,134,31,11,5,34,65,87,1975,9.8,0.403,0,0.366,14.9,16.2,15.5,9.4,1.2,0.6,22.9676333997051,14.7461545471491,-0.1,0.3,0.2,0.022,-2.8,-0.8,-3.7,-0.2
"251","John Brisker","SG",27,"SEA",21,0,276,60,141,0.426,0,0,0,60,141,0.426,0.426,42,49,0.857,15,18,33,19,7,3,18,33,162,1975,15.4,0.498,0,0.348,5.5,6.7,6.1,10.4,1.2,0.6,10.2736152620513,26.417387267947,0.3,0.1,0.5,0.08,-0.7,-1.6,-2.3,0
"252","Allan Bristow","SF",23,"PHI",72,0,1101,163,393,0.415,0,0,0,163,393,0.415,0.415,121,153,0.791,111,143,254,99,25,2,75,101,447,1975,14.7,0.486,0,0.389,10.1,13.3,11.7,13,1.1,0.1,13.1979695541897,20.42813752668,1.1,0.8,1.9,0.082,0.3,-1.1,-0.8,0.3
"253","Gary Brokaw","SG",21,"MIL",73,0,1639,234,514,0.455,0,0,0,234,514,0.455,0.455,126,184,0.685,36,111,147,221,31,18,119,176,594,1975,12.2,0.499,0,0.358,2.4,6.8,4.7,18.5,0.9,0.6,16.1663144193079,18.7317466978615,0.8,0.8,1.6,0.047,-1.6,-1.1,-2.6,-0.3
"254","Fred Brown","SG",26,"SEA",81,0,2669,737,1537,0.48,0,0,0,737,1537,0.48,0.48,226,272,0.831,113,230,343,284,187,14,206,227,1700,1975,19.8,0.513,0,0.177,4.3,8.9,6.6,17.7,3.2,0.3,10.947670813272,26.8078412913887,5,2.9,7.9,0.142,2.4,0.6,3,3.4
"255","John Brown","SF",23,"ATL",73,0,1986,315,684,0.461,0,0,0,315,684,0.461,0.461,185,250,0.74,180,254,434,133,54,15,111,228,815,1975,13.9,0.513,0,0.365,8.4,13.3,10.7,9.5,1.2,0.4,12.5118388677166,17.5014535732643,3,1.2,4.2,0.101,0.2,-0.7,-0.6,0.7
"256","Tom Burleson","C",22,"SEA",82,0,1888,322,772,0.417,0,0,0,322,772,0.417,0.417,182,265,0.687,155,417,572,115,64,153,139,221,826,1975,16.1,0.465,0,0.343,8.4,22.7,15.5,8.6,1.5,4.2,13.4375510365675,21.9359441136829,0.2,3.1,3.3,0.083,-1.2,0.9,-0.3,0.8
"257","Corky Calhoun","SF",24,"TOT",70,0,1378,132,318,0.415,0,0,0,132,318,0.415,0.415,58,77,0.753,109,160,269,79,55,25,85,180,322,1975,9.1,0.458,0,0.242,7.7,11.1,9.4,7.5,1.8,0.9,18.6343408870635,12.9668308614393,0,0.9,1,0.033,-2.8,0,-2.8,-0.2
"258","Austin Carr","SG",26,"CLE",41,0,1081,252,538,0.468,0,0,0,252,538,0.468,0.468,89,106,0.84,51,56,107,154,48,2,67,57,593,1975,18.9,0.507,0,0.197,5,5.5,5.3,22.8,2.1,0.1,8.79515099438456,25.079489339626,2.1,0.8,2.9,0.127,2.9,-0.5,2.4,1.2
"259","Fred Carter","PG",29,"PHI",77,0,3046,715,1598,0.447,0,0,0,715,1598,0.447,0.447,256,347,0.738,73,267,340,336,82,20,222,257,1686,1975,15.9,0.482,0,0.217,2.4,9,5.7,18.2,1.2,0.3,11.0304566405249,26.5966599580237,2.8,1.9,4.7,0.074,0.3,-1,-0.7,1
"260","Harvey Catchings","C",23,"PHI",37,0,528,41,74,0.554,0,0,0,41,74,0.554,0.554,16,25,0.64,49,104,153,21,10,60,30,82,98,1975,12.1,0.576,0,0.338,9.3,20.1,14.7,5.2,0.9,6,27.6545856855448,8.48562953704112,0.3,0.8,1.2,0.107,-2.1,3.1,1,0.4
"261","Don Chaney","SG",28,"BOS",82,0,2208,321,750,0.428,0,0,0,321,750,0.428,0.428,133,165,0.806,171,199,370,181,122,66,135,244,775,1975,12.9,0.471,0,0.22,7.8,8.9,8.3,10.8,2.5,1.5,13.6186164078048,16.7315537312362,1.7,3.4,5.1,0.111,-0.4,1.7,1.3,1.8
"262","Ken Charles","SG",23,"BUF",79,0,1690,240,515,0.466,0,0,0,240,515,0.466,0.466,120,146,0.822,68,96,164,171,87,20,101,165,600,1975,12.5,0.518,0,0.283,4.3,5.6,4.9,13.3,2.3,0.6,14.6873944400013,15.8010331772164,1.7,1.3,3,0.086,-1,0.6,-0.4,0.7
"263","Phil Chenier","SG",24,"WSB",77,0,2869,690,1533,0.45,0,0,0,690,1533,0.45,0.45,301,365,0.825,74,218,292,248,176,58,192,158,1681,1975,17.7,0.496,0,0.238,2.6,7.6,5.1,13.2,2.8,1.1,9.69801843641524,26.4619582914829,3.9,4.9,8.8,0.147,1.4,1.5,2.9,3.5
"264","Jim Chones","C",25,"CLE",72,0,2427,446,916,0.487,0,0,0,446,916,0.487,0.487,152,224,0.679,156,521,677,132,49,120,121,247,1044,1975,16.1,0.515,0,0.245,6.8,22.8,14.8,8.1,1,2.7,11.2994878690783,19.0195984836549,2.8,3.5,6.2,0.123,0.2,0.5,0.8,1.7
"265","Archie Clark","PG",33,"SEA",77,0,2481,455,919,0.495,0,0,0,455,919,0.495,0.495,161,193,0.834,59,176,235,433,110,5,161,188,1071,1975,16.2,0.533,0,0.21,2.4,7.3,4.9,25.2,2,0.1,13.7725765459573,18.7720662333131,4.5,1.7,6.2,0.119,0.9,-0.4,0.5,1.6
"266","Jim Cleamons","PG",25,"CLE",74,0,2691,369,768,0.48,0,0,0,369,768,0.48,0.48,144,181,0.796,97,232,329,381,84,21,136,194,882,1975,13.8,0.52,0,0.236,3.8,9.2,6.5,19.7,1.5,0.4,13.5080397480392,15.7776100052799,3.5,2,5.5,0.097,0.2,0.1,0.3,1.6
"267","Barry Clemens","SF",31,"POR",77,0,952,168,355,0.473,0,0,0,168,355,0.473,0.473,45,60,0.75,33,128,161,76,68,2,64,139,381,1975,13.2,0.499,0,0.169,3.8,13.5,8.9,11.7,3.3,0.1,14.5246950974456,19.3905655834768,0.3,1.3,1.6,0.079,-2.3,1.3,-0.9,0.3
"268","Ben Clyde","SF",23,"BOS",25,0,157,31,72,0.431,0,0,0,31,72,0.431,0.431,7,9,0.778,15,26,41,5,5,3,8,34,69,1975,11.3,0.454,0,0.125,9.6,16.3,13,4.5,1.4,1,11.4815213684342,21.0030849232437,0,0.2,0.2,0.066,-4.1,-0.2,-4.3,-0.1
"269","E.C. Coleman","PF",24,"NOJ",77,0,2176,253,568,0.445,0,0,0,253,568,0.445,0.445,116,166,0.699,189,360,549,105,82,37,135,277,622,1975,10.8,0.485,0,0.292,8.4,17.1,12.6,6.7,1.7,0.9,16.5586092495613,14.1510958732206,0.5,2.1,2.6,0.057,-2.2,0,-2.2,-0.1
"270","Doug Collins","SG",23,"PHI",81,0,2820,561,1150,0.488,0,0,0,561,1150,0.488,0.488,331,392,0.844,104,211,315,213,108,17,168,291,1453,1975,16.4,0.549,0,0.341,3.7,7.7,5.7,11.8,1.8,0.3,11.5875055062153,21.6409128818367,5.7,2,7.7,0.131,0.4,0,0.5,1.8
"271","Mel Counts","C",33,"NOJ",75,0,1421,217,495,0.438,0,0,0,217,495,0.438,0.438,86,113,0.761,102,339,441,182,49,43,132,196,520,1975,14.8,0.477,0,0.228,7,24.7,15.5,18.7,1.5,1.6,18.8173616734029,19.0852324385648,0.2,1.8,2,0.069,-0.9,1.1,0.2,0.8
"272","Dave Cowens*","C",26,"BOS",65,0,2632,569,1199,0.475,0,0,0,569,1199,0.475,0.475,191,244,0.783,229,729,958,296,87,73,191,243,1329,1975,19.3,0.509,0,0.204,8.7,27.3,18.1,16.3,1.5,1.4,13.1372665057367,21.726950440908,4.3,5.2,9.5,0.173,2.2,1.5,3.8,3.9
"273","Billy Cunningham*","SF",31,"PHI",80,0,2859,609,1423,0.428,0,0,0,609,1423,0.428,0.428,345,444,0.777,130,596,726,442,91,35,278,270,1563,1975,19.2,0.483,0,0.312,4.6,21.3,12.9,24.7,1.5,0.6,15.3220226246375,26.8695453479119,2.7,3.5,6.1,0.103,1.9,0.4,2.2,3.1
"274","Dick Cunningham","C",28,"MIL",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1975,4.6,0,0,0,0,25.3,13.1,14.4,0,0,0,2.15993838054356,0,0,0,0.092,-4.5,0.1,-4.4,0
"275","Mike D'Antoni","SG",23,"KCO",67,0,759,69,173,0.399,0,0,0,69,173,0.399,0.399,28,36,0.778,13,64,77,107,67,12,56,106,166,1975,10.8,0.44,0,0.208,1.8,8.7,5.3,19.2,4.1,0.8,21.407657968362,14.5737423069677,-0.4,1.2,0.8,0.049,-3.7,3.3,-0.5,0.3
"276","Bob Dandridge","SF",27,"MIL",80,0,3031,691,1460,0.473,0,0,0,691,1460,0.473,0.473,211,262,0.805,142,409,551,243,122,48,209,330,1593,1975,16.7,0.506,0,0.179,5.1,13.6,9.5,12.5,1.9,0.8,11.6965215321401,24.0121035702618,3.8,3.2,7,0.111,0.6,0,0.6,2
"277","Jesse Dark","SG",23,"NYK",47,0,401,74,157,0.471,0,0,0,74,157,0.471,0.471,22,40,0.55,15,22,37,30,3,1,24,48,170,1975,11,0.487,0,0.255,3.8,5.8,4.8,11.2,0.3,0.1,11.9876641262839,21.0712453824921,0.2,0.1,0.3,0.034,-1.7,-2,-3.7,-0.2
"278","Dwight Davis","PF",25,"CLE",78,0,1964,295,666,0.443,0,0,0,295,666,0.443,0.443,176,245,0.718,108,356,464,150,45,39,125,254,766,1975,13.6,0.495,0,0.368,5.8,19.3,12.5,10.8,1.1,1.1,13.7928118696601,19.1925259219195,1.1,2.3,3.3,0.082,-1.5,0.1,-1.3,0.3
"279","Jim Davis","C",33,"DET",79,0,1078,118,260,0.454,0,0,0,118,260,0.454,0.454,85,117,0.726,96,189,285,90,50,36,65,129,321,1975,14.5,0.515,0,0.45,9.9,19.1,14.5,11.5,2.2,1.8,16.7101905563208,14.8656096429847,1.1,1.3,2.3,0.104,-0.2,1,0.8,0.8
"280","Mel Davis","PF",24,"NYK",62,0,903,154,395,0.39,0,0,0,154,395,0.39,0.39,48,70,0.686,70,251,321,54,16,8,68,105,356,1975,12.6,0.418,0,0.177,8,29.5,18.6,8.8,0.8,0.5,12.1930988586445,22.5722471785437,-0.7,1.1,0.4,0.024,-2,-1.2,-3.2,-0.3
"281","Mickey Davis","SF",24,"MIL",75,0,1077,174,363,0.479,0,0,0,174,363,0.479,0.479,78,88,0.886,68,169,237,79,30,5,57,103,426,1975,14.4,0.53,0,0.242,6.8,15.9,11.5,10.3,1.3,0.2,11.8444616637097,17.2906629724746,1.6,1,2.6,0.116,0.2,-0.3,-0.2,0.5
"282","Rod Derline","SG",22,"SEA",58,0,666,142,332,0.428,0,0,0,142,332,0.428,0.428,43,56,0.768,12,47,59,45,23,4,36,47,327,1975,12.2,0.458,0,0.169,1.8,7.3,4.5,10.2,1.6,0.3,9.09132943904229,23.2605707304476,0.1,0.4,0.5,0.033,-1.7,-1.4,-3.1,-0.2
"283","Derrek Dickey","PF",23,"GSW",80,0,1859,274,569,0.482,0,0,0,274,569,0.482,0.482,66,99,0.667,190,360,550,125,52,19,107,199,614,1975,13.1,0.501,0,0.174,9.9,19,14.4,8.5,1.2,0.5,14.3927738465674,14.6529787219125,2,1.8,3.8,0.098,-0.2,-0.8,-1.1,0.4
"284","Ernie DiGregorio","PG",24,"BUF",31,0,712,103,234,0.44,0,0,0,103,234,0.44,0.44,35,45,0.778,6,39,45,151,19,0,56,62,241,1975,12.3,0.475,0,0.192,0.9,5.4,3.2,28.1,1.2,0,18.4912354914681,18.705887114027,0.3,0.3,0.6,0.039,-1.5,-1.8,-3.3,-0.2
"285","Steve Downing","C",24,"BOS",3,0,9,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,4,0,0,1975,-6.5,0,0,1,0,21.9,11,0,0,0,71.1337528190489,24.9674226374834,-0.1,0,-0.1,-0.387,-4.9,-0.3,-5.1,0
"286","John Drew","PF",20,"ATL",78,0,2289,527,1230,0.428,0,0,0,527,1230,0.428,0.428,388,544,0.713,357,479,836,138,119,39,205,274,1442,1975,21.4,0.491,0,0.442,14.4,21.7,17.8,9.5,2.3,0.9,12.2093942618798,27.8445164556945,4.2,3,7.1,0.149,2.4,-0.9,1.5,2
"287","Terry Driscoll","PF",27,"MIL",11,0,52,3,13,0.231,0,0,0,3,13,0.231,0.231,1,2,0.5,7,9,16,3,1,0,2,7,7,1975,5.3,0.252,0,0.154,14.5,17.5,16.1,7.1,0.9,0,12.297549591666,13.9055364392138,-0.1,0,-0.1,-0.068,-4.4,-0.6,-5,-0.1
"288","Charles Dudley","PG",24,"GSW",67,0,756,102,217,0.47,0,0,0,102,217,0.47,0.47,70,97,0.722,61,84,145,103,40,2,65,105,274,1975,14.8,0.528,0,0.447,7.8,10.9,9.4,16.9,2.4,0.1,19.13923348723,17.502281055474,0.9,0.7,1.6,0.104,-0.4,0.2,-0.2,0.3
"289","Ken Durrett","SF",26,"TOT",48,0,445,67,166,0.404,0,0,0,67,166,0.404,0.404,31,52,0.596,35,67,102,18,9,8,31,72,165,1975,10.1,0.437,0,0.313,8,15.5,11.7,6,0.9,1,13.7345067205707,20.9438678543435,-0.3,0.4,0.1,0.013,-3.9,-0.8,-4.7,-0.3
"290","Dennis DuVal","PG",22,"WSB",37,0,137,24,65,0.369,0,0,0,24,65,0.369,0.369,12,18,0.667,8,15,23,14,16,2,14,34,60,1975,13.1,0.411,0,0.277,5.9,11,8.4,14.1,5.3,0.8,16.8571627841653,27.4402607328625,-0.2,0.4,0.1,0.038,-5.2,2.2,-3,0
"291","Al Eberhard","SF",22,"DET",34,0,277,31,85,0.365,0,0,0,31,85,0.365,0.365,17,21,0.81,18,29,47,16,13,1,20,33,79,1975,9.4,0.419,0,0.247,7.2,11.4,9.3,8,2.2,0.2,16.8835616921567,18.5557625291729,-0.2,0.2,0,0.006,-3.3,-0.5,-3.8,-0.1
"292","Leroy Ellis","PF",34,"PHI",82,0,2183,287,623,0.461,0,0,0,287,623,0.461,0.461,72,99,0.727,195,387,582,117,44,55,83,178,646,1975,12.3,0.485,0,0.159,9,18.1,13.5,7.6,0.9,1.3,10.672988987749,13.6170149142628,2.1,2.2,4.3,0.094,-0.2,0,-0.2,1
"293","Keith Erickson","SF",30,"PHO",49,0,1469,237,557,0.425,0,0,0,237,557,0.425,0.425,130,156,0.833,70,173,243,170,50,12,97,150,604,1975,13.9,0.483,0,0.28,4.8,12.3,8.5,16.7,1.6,0.4,12.4435172306541,20.107177186122,1.2,1.2,2.4,0.078,-0.6,-0.2,-0.9,0.4
"294","Hank Finkel","C",32,"BOS",62,0,518,52,129,0.403,0,0,0,52,129,0.403,0.403,23,43,0.535,33,79,112,32,7,3,29,72,127,1975,7.5,0.429,0,0.333,6.4,15,10.8,7.7,0.6,0.3,16.4132845846933,14.5352194789554,-0.2,0.6,0.4,0.038,-3.7,-0.1,-3.8,-0.2
"295","Chris Ford","SG",26,"DET",80,0,1962,206,435,0.474,0,0,0,206,435,0.474,0.474,63,95,0.663,93,176,269,230,113,26,98,187,475,1975,12,0.498,0,0.218,5.3,9.8,7.5,16.1,2.8,0.7,16.6111817137788,12.7725039957359,1.2,1.7,2.8,0.069,-1.1,1.3,0.3,1.1
"296","Fred Foster","SF",28,"CLE",73,0,1136,217,521,0.417,0,0,0,217,521,0.417,0.417,69,97,0.711,56,54,110,103,22,2,71,130,503,1975,11.5,0.446,0,0.186,5.2,5.1,5.1,13.6,0.9,0.1,11.2348825845464,23.2446668255788,0,0.4,0.4,0.017,-2,-2,-4,-0.6
"297","Jim Fox","C",31,"SEA",75,0,1766,253,540,0.469,0,0,0,253,540,0.469,0.469,170,212,0.802,128,363,491,137,48,17,100,168,676,1975,14.7,0.534,0,0.393,7.4,21.1,14.2,10.6,1.2,0.5,13.2948249093812,16.4138872563736,2.6,2,4.6,0.124,0.2,-0.2,0,0.9
"298","Walt Frazier*","PG",29,"NYK",78,0,3204,672,1391,0.483,0,0,0,672,1391,0.483,0.483,331,400,0.828,90,375,465,474,190,14,213,205,1675,1975,19.9,0.534,0,0.288,2.9,12.4,7.6,23.1,2.8,0.2,12.0807382134286,22.7572566380883,7.2,3.5,10.8,0.161,2.7,1,3.8,4.7
"299","Bernie Fryer","SG",25,"NOJ",31,0,432,47,106,0.443,0,0,0,47,106,0.443,0.443,33,43,0.767,16,30,46,52,22,0,34,54,127,1975,11,0.508,0,0.406,3.6,7.2,5.3,16.5,2.2,0,20.789207019468,16.1877466829428,0.1,0.3,0.4,0.048,-3,0.4,-2.5,-0.1
"300","Rowland Garrett","SF",24,"CHI",70,0,1183,228,474,0.481,0,0,0,228,474,0.481,0.481,77,97,0.794,80,167,247,43,24,13,54,124,533,1975,14.2,0.516,0,0.205,7.2,14.8,11,6,1,0.6,8.79205068973315,19.825065703267,1.6,1.5,3.1,0.126,-0.1,-0.8,-0.9,0.3
"301","John Gianelli","C",24,"NYK",80,0,2797,343,726,0.472,0,0,0,343,726,0.472,0.472,135,195,0.692,214,475,689,163,38,118,122,263,821,1975,12.4,0.506,0,0.269,7.9,18,12.9,8,0.6,2.3,13.1568295635354,13.6678433169146,2.7,2.7,5.5,0.094,-0.2,0.3,0.1,1.5
"302","Dick Gibbs","SF",26,"WSB",59,0,424,74,190,0.389,0,0,0,74,190,0.389,0.389,48,64,0.75,26,35,61,19,12,3,31,60,196,1975,11,0.449,0,0.337,6.1,8.3,7.2,6.2,1.3,0.4,12.3675382600556,24.0212761848529,-0.1,0.6,0.4,0.05,-3.3,-1,-4.3,-0.2
"303","Herm Gilliam","SG",28,"ATL",60,0,1393,314,736,0.427,0,0,0,314,736,0.427,0.427,94,113,0.832,76,128,204,170,77,13,87,124,722,1975,16.2,0.459,0,0.154,5,9.5,7.1,19.1,2.5,0.5,9.05313821119623,24.1924353153276,1.4,1.1,2.5,0.087,0.9,0.2,1.1,1.1
"304","Gail Goodrich*","SG",31,"LAL",72,0,2668,656,1429,0.459,0,0,0,656,1429,0.459,0.459,318,378,0.841,96,123,219,420,102,6,221,214,1630,1975,18.4,0.511,0,0.265,3.5,4.4,3.9,25.7,1.7,0.1,12.2318730747811,26.6986174370204,4.9,0.6,5.5,0.099,2,-1.7,0.2,1.5
"305","Leonard Gray","PF",23,"SEA",75,0,2280,378,773,0.489,0,0,0,378,773,0.489,0.489,104,144,0.722,133,345,478,163,63,24,136,292,860,1975,12.6,0.514,0,0.186,6,15.6,10.7,10,1.3,0.6,14.011591185304,17.0044829143743,1.9,2,4,0.084,-1.2,-0.4,-1.7,0.2
"306","Lamar Green","C",27,"NOJ",15,0,280,24,70,0.343,0,0,0,24,70,0.343,0.343,9,20,0.45,28,81,109,16,4,5,22,38,57,1975,8.4,0.362,0,0.286,9.7,30,19.5,7.6,0.6,0.9,22.0118438202424,15.3775322015776,-0.4,0.3,-0.1,-0.014,-3.7,-0.6,-4.3,-0.2
"307","Matt Guokas","SG",30,"CHI",82,0,2089,255,500,0.51,0,0,0,255,500,0.51,0.51,78,103,0.757,24,115,139,178,45,17,68,154,588,1975,10,0.539,0,0.206,1.2,5.8,3.5,12.6,1,0.5,11.6984039012111,12.3738290147307,2.4,1.9,4.3,0.099,-1.3,0.2,-1.2,0.4
"308","Happy Hairston","PF",32,"LAL",74,0,2283,271,536,0.506,0,0,0,271,536,0.506,0.506,217,271,0.801,304,642,946,173,52,11,172,218,759,1975,16.2,0.579,0,0.506,12.8,26.7,19.8,10.2,1,0.2,19.9143692680215,13.3116940002137,4.4,2.6,7,0.146,1.2,-0.9,0.3,1.3
"309","Phil Hankinson","SF",23,"BOS",3,0,24,6,11,0.545,0,0,0,6,11,0.545,0.545,0,0,0,1,6,7,2,1,0,5,3,12,1975,16.9,0.545,0,0,4.2,24.6,14.5,12.7,1.9,0,38.9550129047184,18.431831410522,0,0,0.1,0.146,-3.5,0.3,-3.2,0
"310","Bernie Harris","PF",24,"BUF",11,0,25,2,11,0.182,0,0,0,2,11,0.182,0.182,1,2,0.5,2,6,8,1,0,1,1,0,5,1975,3.6,0.21,0,0.182,8.5,23.5,16.3,4.9,0,2,7.25913915884441,28.778455321215,-0.1,0,-0.1,-0.19,-4.7,-0.6,-5.3,-0.1
"311","Clem Haskins","SG",31,"WSB",70,0,702,115,290,0.397,0,0,0,115,290,0.397,0.397,53,63,0.841,29,51,80,79,23,6,48,73,283,1975,11.8,0.445,0,0.217,4.1,7.3,5.7,15.3,1.5,0.5,12.7814791517966,21.6281365876659,0,0.9,1,0.065,-2,0,-2,0
"312","John Havlicek*","SF",34,"BOS",82,0,3132,642,1411,0.455,0,0,0,642,1411,0.455,0.455,289,332,0.87,154,330,484,432,110,16,192,231,1573,1975,16.7,0.505,0,0.235,4.9,10.4,7.7,19.6,1.6,0.3,11.1005518307557,22.5293231070987,5.9,3.8,9.7,0.149,1.4,0.3,1.7,2.9
"313","Steve Hawes","C",24,"HOU",55,0,897,140,279,0.502,0,0,0,140,279,0.502,0.502,45,55,0.818,80,195,275,88,36,36,54,99,325,1975,16.7,0.536,0,0.197,9.9,24.4,17.1,13.7,1.9,2.2,14.4540896815783,15.5458811118968,1.3,1.2,2.5,0.132,1.2,1.2,2.4,1
"314","Connie Hawkins*","PF",32,"LAL",43,0,1026,139,324,0.429,0,0,0,139,324,0.429,0.429,68,99,0.687,54,144,198,120,51,23,81,116,346,1975,13,0.471,0,0.306,5.1,13.3,9.2,16.2,2.2,1.1,17.8624225442184,17.274155993849,0.2,0.9,1.1,0.054,-1.3,0.7,-0.6,0.4
"315","Nate Hawthorne","SG",25,"PHO",50,0,618,118,287,0.411,0,0,0,118,287,0.411,0.411,61,94,0.649,34,58,92,39,30,21,48,94,297,1975,13.3,0.452,0,0.328,5.6,9.8,7.6,9.5,2.2,1.8,12.3923349518561,24.890061109974,-0.2,0.6,0.5,0.035,-2.2,0,-2.2,0
"316","Elvin Hayes*","PF",29,"WSB",82,0,3465,739,1668,0.443,0,0,0,739,1668,0.443,0.443,409,534,0.766,221,783,1004,206,158,187,202,238,1887,1975,19,0.496,0,0.32,6.4,22.7,14.5,8.7,2.1,2.9,9.03622677618728,24.7061695277733,4.3,8.2,12.5,0.173,1.6,1.7,3.3,4.6
"317","Spencer Haywood*","PF",25,"SEA",68,0,2529,608,1325,0.459,0,0,0,608,1325,0.459,0.459,309,381,0.811,198,432,630,137,54,108,155,173,1525,1975,19,0.511,0,0.288,8,17.6,12.8,8.5,1,2.2,9.19070296104042,25.2518712559639,4.6,2.6,7.3,0.138,2.2,-1,1.3,2.1
"318","Gar Heard","PF",26,"BUF",67,0,2148,318,819,0.388,0,0,0,318,819,0.388,0.388,106,188,0.564,185,481,666,190,106,120,173,242,742,1975,13.6,0.411,0,0.23,9.1,21.9,15.8,11.8,2.2,2.8,15.7765518790913,20.4905574190521,-1.6,3.6,2.1,0.046,-1.8,1.3,-0.5,0.8
"319","Tom Henderson","PG",23,"ATL",79,0,2131,367,893,0.411,0,0,0,367,893,0.411,0.411,168,241,0.697,51,161,212,314,105,7,148,149,902,1975,13.8,0.451,0,0.27,2.2,7.8,4.9,21.3,2.2,0.2,12.9452648772359,21.2168194110642,1,1.4,2.4,0.054,-0.7,-0.3,-1,0.5
"320","Bill Hewitt","PF",30,"CHI",18,0,467,56,129,0.434,0,0,0,56,129,0.434,0.434,14,23,0.609,30,86,116,24,9,10,20,46,126,1975,10.3,0.453,0,0.178,6.8,19.3,13.1,7.6,0.9,1.2,13.2871558716211,14.0945996729534,0.1,0.7,0.8,0.081,-1.7,0.3,-1.4,0.1
"321","Lou Hudson","SG",30,"ATL",11,0,380,97,225,0.431,0,0,0,97,225,0.431,0.431,48,57,0.842,14,33,47,40,13,2,21,33,242,1975,17.4,0.484,0,0.253,3.4,9,6,17.3,1.5,0.3,5.94532677074276,27.4191503687058,0.6,0.2,0.8,0.1,1.4,-1,0.5,0.2
"322","John Hummer","PF",26,"SEA",43,0,568,41,108,0.38,0,0,0,41,108,0.38,0.38,14,51,0.275,28,76,104,38,8,7,35,63,96,1975,5.6,0.368,0,0.472,5,13.8,9.4,8.3,0.6,0.6,21.2375721542822,13.0103291172986,-0.7,0.4,-0.3,-0.027,-4.1,-0.7,-4.8,-0.4
"323","Greg Jackson","SG",22,"TOT",49,0,802,73,176,0.415,0,0,0,73,176,0.415,0.415,36,62,0.581,19,50,69,96,23,9,60,130,182,1975,7.6,0.448,0,0.352,2.4,6.5,4.4,15.7,1.3,0.6,22.7259944436753,14.6574790056709,-0.5,0.4,-0.1,-0.005,-4.6,0,-4.6,-0.6
"324","Phil Jackson*","PF",29,"NYK",78,0,2285,324,712,0.455,0,0,0,324,712,0.455,0.455,193,253,0.763,137,463,600,136,84,53,133,330,841,1975,13.7,0.511,0,0.355,6.2,21.5,13.7,8.4,1.7,1.2,13.8630805332545,16.9558134199865,1.9,2.9,4.8,0.102,-1.2,0.8,-0.4,0.9
"325","Wardell Jackson","SF",23,"SEA",56,0,939,96,242,0.397,0,0,0,96,242,0.397,0.397,51,71,0.718,53,80,133,30,26,5,49,126,243,1975,7,0.445,0,0.293,5.8,8.8,7.3,4.1,1.3,0.3,15.0929860686554,14.2184493934834,-0.2,0.5,0.3,0.015,-3.9,-1,-4.9,-0.7
"326","Aaron James","SF",22,"NOJ",76,0,1731,370,776,0.477,0,0,0,370,776,0.477,0.477,147,189,0.778,140,226,366,66,41,15,114,217,887,1975,14.4,0.516,0,0.244,7.8,13.5,10.6,6.1,1,0.5,11.8726297097711,22.1251477514335,1.8,1.1,2.9,0.08,-0.6,-1.6,-2.2,-0.1
"327","Charles Johnson","SG",25,"GSW",79,0,2171,394,957,0.412,0,0,0,394,957,0.412,0.412,75,102,0.735,134,177,311,233,138,8,147,204,863,1975,12.8,0.431,0,0.107,6,8,7,14.2,2.8,0.2,12.3447000424803,20.4404433898192,0.5,2,2.4,0.054,-1.4,-0.1,-1.5,0.3
